id,vayu,source,answer,desc
2363,【Q2】,卢碧,晴雯,"这是《红楼梦》中的人物，她风流灵巧，心直口快，曾带病为宝玉修补一件名贵的衣物。她不幸病故后，宝玉作了一篇祭文祭奠她。她的判词中有“霁月难逢，彩云易散”。"
2364,【Z5】,卢碧,只要肯登攀,"这句诗是诗人时隔38年重新登上井冈山时发出的感慨，写的是做事如同登山，只要不畏路途艰险，努力向上攀爬，就一定能到达光辉的顶点。上一句是“世上无难事”。"
2365,【R3】,卢碧,阮郎归,"这是一个词牌名，该词牌名中包含了一个人名。词牌格律以李煜的词为正体，双调，一共四十七字，又名“碧桃春”，“宴桃源”，“濯缨曲”等。其中比较著名的词句有晏几道的“天边金掌露成霜。云随雁字长”。"
2366,【Y7】,卢碧,疑是经冬雪未销,"这句诗描写的是梅花，诗人错把靠近溪水提早开放的梅花当作冬天还没有消融的白雪。上一句是“不知近水花先发”。"
2367,【M5】,卢碧,木落雁南度,"这是一首诗的首句，描写的是树叶飘落，大雁南飞。作者是孟浩然。"
2368,【X2】,卢碧,西风,"1.烈 2.断雁 3.碧树 4.帘卷"
2369,【F7】,卢碧,飞入寻常百姓家,"这句诗是诗人凭吊金陵某处景物时，对昔日王公贵族已经没落发出的感慨。如今人们常用这句诗来形容某种事物的普及。上一句诗是“旧时王谢堂前燕”。"
2370,【B7】,卢碧,不脱蓑衣卧月明,"这句诗描写了一位牧童休息的情景，他放牧回来没脱下身上的蓑衣就舒展身子，卧在月下欣赏月色。作者是吕洞宾。"
2371,【H2】,卢碧,黑猫,"1.女巫 2.爱伦坡 3.俺妹 4.警长"
2372,【B4】,端木,白井智之,"这是一位日本推理小说家，以设定系，重口，鬼畜闻名，作品均以真实故事作为背景。成名作有《晚安人面疮》，《东京结合人间》等。他的新作获得了2022年本格推理Best10第一名。"
2373,【B4】,端木,百人一首,"这是一部作品集，它汇集了日本700年中的100首和歌，是最广为流传的和歌集，编者是藤原定家。"
2374,【B5】,端木,不得到辽西,"这句诗是一首诗的最后一句，它解释了作者为什么要阻止树上的黄莺鸟鸣叫。这首诗的作者仅有此诗入选了《唐诗三百首》。上一句是“啼时惊妾梦”。"
2375,【X2】,六级,小品,"这是一种常见的艺术表演形式，是一种如今非常常见的娱乐大众电视节目内容。有一位姓郭的艺人在春晚上表演并十分出名。泛指较短的关于说和演的艺术，一般幽默诙谐，贴近生活。"
2376,【S5】,端木,曙后一星孤,"这句唐诗和它的上一句描绘了明堂上的火珠在夜晚与月光相衬，如同一双明月。而天明月亮西沉时，火珠仍然如一颗孤星在明堂屋顶上闪闪发光。相传有人把这句诗别解为作者死后只留下一个名叫星星的女儿。"
2377,【B3】,端木,不求人,"1.自给自足 2.电竞主播 3.门清 4.痒痒挠"
2378,【B4】,鉝貓,布衣黔首,"这个成语的意思是泛指平民百姓。由两个词语并举而成，第一个词语指的是一般人穿的衣服，第二个词是指秦朝时小工商业人员头戴的黑巾。"
2379,【B4】,鉝貓,不赞一词,"1.难添 2.点踩 3.而足 4.各执"
2380,【B10】,鉝貓,不知口体之奉不若人也,"这句话的意思是一个专心读书的人不会觉得吃穿不如人是一件值得在意的事情。出自《送东阳马生序》。"
2381,【P2】,草草,葡萄,"1.牙 2.糖 3.酒 4.架"
2382,【B2】,鉝貓,白马,"1.盟约 2.名家诡辩 3.王子 4.定叫他有来无回"
2383,【T2】,草草,太阳,"1.镜 2.穴 3.系 4.照常升起"
2384,【S2】,草草,狮子,"1.座 2.头 3.王 4.狗"
2385,【S2】,草草,三角,"1.铁 2.恋 3.洲 4.函数"
2386,【M2】,草草,美人,"1.梅 2.迟暮 3.计 4.痣"
2387,【J2】,鉝貓,救命,"1.恩人 2.七级浮屠 3.稻草 4.9敏"
2388,【H2】,鉝貓,火星,"1.氧化铁 2.救援 3.木条 4.荧惑"
2389,【B2】,鉝貓,菠萝,"1.蛋白酶 2.增酸剂 3.蜜 4.凤梨"
2390,【G2】,鉝貓,甘南,"这个地级行政区是一个藏族自治州，位于我国南北西北青藏四个地理区域的交界处。它以省份简称+地理位置得名。"
2391,【B2】,电阻杯主题公园,槟榔,"这种具有微成瘾性的植物曾经被当做药品，现在中国南方部分地区、东南亚等地依然有嚼食它的习惯。然而这一习惯具有强烈的口腔癌风险，它也因此被列为一级致癌物。"
2392,【C2】,电阻杯主题公园,长沙,"1.鵩鸟 2.雅礼 3.臭豆腐  4.橘子洲"
2393,【A3】,电阻杯主题公园,鹌鹑蛋,"这是一种被广泛养殖的小型鸟类的卵，营养成分与鸡蛋接近，物美价廉，常用于麻辣烫、火锅等食物。"
2394,【T3】,电阻杯主题公园,糖瓜粘,"这是一首与过年相关的民谣中的一句，它描绘了一种年前某日需要准备的节日食物，由麦芽糖制成，传说灶君吃下它之后嘴里说出的就是甜言蜜语了。"
2395,【K2】,电阻杯主题公园,葵花,"1.鹦鹉 2.肺热 3.倾阳 4.瓜子"
2396,【D4】,电阻杯主题公园,刀耕火种,"这是一种粗放的农业生产形式，是农业技术原始、生产力低下的表现。大量砍伐、放火烧荒的行为会造成严重的生态破坏。"
2397,【W3】,电阻杯主题公园,瓦罐汤,"这是吃辣大省江西的一道不辣的菜，其构词方法类似于“甑糕”。老火煨制的它味道丰厚美好。"
2398,【X7】,电阻杯主题公园,香稻啄余鹦鹉粒/香稻啄馀鹦鹉粒,"这句杜甫的诗采用了“错综”的手法，将主语和宾语倒置，从而使文势有波折。其中的宾语属于五谷之一，主语则是最常见的宠物鸟之一。"
2399,【P2】,电阻杯主题公园,彭越,"这是一位秦汉时期人物，传说中他负屈含冤而死，其肉进入河流，化为一种小螃蟹，名为“蟛蜞”。"
2400,【D4】,电阻杯主题公园,地狱厨房,"这是世界级厨神戈登•拉姆齐拥有的餐厅之一，也是他所主持的一档厨艺综艺节目之名。他在这档节目中以毫不留情的严厉态度闻名，即使使用詈语也毫无顾忌，无愧于其“地狱”之名。"
2401,【M3】,电阻杯主题公园,莫吉托,"这是一种起源于古巴的鸡尾酒，以朗姆为基酒，加入青柠、苏打与薄荷调制而成。周杰伦有以此为名的歌曲。"
2402,【F2】,电阻杯主题公园,发菜,"这种蔬菜实际上是一种生长在沙漠与贫瘠土壤的蓝藻，因为其名字与吉利的祝福语谐音受到人们热捧，对其进行的采挖已对我国的草原造成了严重的损害。"
2403,【S2】,电阻杯主题公园,生煎,"这是一种盛行于江南地区的面点，在上海尤为流行。它底部金黄，圆圆鼓鼓，上撒芝麻葱花，内包鲜甜美味的猪肉馅心，是一种物美价廉的特色食品。"
2404,【B3】,电阻杯主题公园,杯中物,"这是对酒的一种隐称，借用了酒的容器代指酒而不言酒字。一首律诗中，这三个字的对语是，“陌上郎”。"
2405,【Q2】,电阻杯主题公园,千张,"这种豆制品一般呈扁平状，颜色黄白，上有布状花纹。它在北方叫作干豆腐，在江苏叫作百页，而Q2这个名字与“百页”异曲同工。"
2406,【X1】,电阻杯主题公园,饧,"这个汉字指的是一种源于中华的传统美食，在一休的故事中也有出现。它由谷芽或麦芽熬制而成，是古人少有的甜味剂之一，又叫糖稀。它的另一个含义俗字作“醒”，组词为“醒面”。"
2407,【J2】,电阻杯主题公园,藠头,"这是一种主要食用部位为其鳞茎的中国本土植物。它主要栽培于长江以南，一般腌制食用。古书中的“薤”即为这种植物，而它的现代名称中第一个字的一部分是叠字。"
2408,【S7】,电阻杯主题公园,水精之盘行素鳞,"这句杜甫的诗描绘了达官贵人饮宴的繁华与奢靡。在三月三日的长安水畔，他们用华贵的盘子盛来鲜美的鱼，但早已吃腻的他们久久未下箸。上句是，“紫驼之峰出翠釜”。"
2409,【S4】,电阻杯主题公园,菽水承欢,"这个成语的含义是，只要尽孝道奉养父母，即使是最普通的饮食也会让父母欢心。它的第一个字为五谷之一，而第二个字是人类维持生命的必需品。"
2410,【Y5】,电阻杯主题公园,右手一只鸭,"这句民歌歌词中出现了一种农村常见的水禽，表现出丰富可爱的农村生活趣味。它出自邓丽君演唱的《小媳妇回娘家》，上一句是，“左手一只鸡”。"
2411,【S3】,电阻杯主题公园,十三香,"这是一种产于中国的复合香料，用质数种草药磨粉混合而成。一个著名的生产该香料的品牌是“王守义”。"
2412,【H2】,电阻杯主题公园,海萤,"这是一种生活在海里的甲壳纲浮游生物，它们的身体内含有发光腺，受海浪拍打等刺激时，就会产生荧光，因具有萤火虫的部分特点而得名。中国台、闽沿海一带的“蓝眼泪”便是其中一种。"
2413,【B4】,电阻杯主题公园,不信多情,"这句词描写了时间的一个特点，即无情。出自晏殊的一首《采桑子》。下一句是“长恨离亭”。"
2414,【B7】,电阻杯主题公园,不信人间有白头,"这句词是描写一位妇女与意中人离别后的痛苦，与上一句形成双重否定。这一句单独的意思是“不相信真有人能一夜白头”。作者辛弃疾。"
2415,【B7】,电阻杯主题公园,不是爱花即肯死,"这句诗与下一句一同讲述了作者写这组诗的原因。即“不是说爱花爱得要命，而是怕花落的时候人也老去”。是这组诗第七首，也就是最后一首的首句。"
2416,【T7】,电阻杯主题公园,天若有情天亦老,"1.无情好 2.月长圆 3.咸阳道 4.是沧桑"
2417,【N9】,电阻杯主题公园,念君长城苦寒良可哀,"这是李白的一句诗，写作于幽州。该句诗采用代言体，以一个思妇的角度，表达对丈夫在北方戍边这件事的悲伤之情。其父最终“战死不复回”。上句为，“倚门望行人”。"
2418,【L2】,电阻杯主题公园,联句,"1.何逊 2.征蜀 3.柏梁 4.芦雪庵"
2419,【L3】,电阻杯主题公园,李商隐,"这位诗人的名字是谜语“暖香坞雅制春灯谜”的谜底。他排行第十六，曾被卷入牛李党争因而屈沉下僚。其诗作构思新奇，风格秾丽，但很多诗作都没有取题目。"
2420,【Q7】,电阻杯主题公园,窃攀屈宋宜方驾,"这句诗里提到的人物曾经被作者的祖父提到，并因此产生了“衙官屈宋”的典故。这句诗出自一组诗论组诗，其下句为，“恐与齐梁作后尘”。"
2421,【S2】,电阻杯主题公园,硕人,"这是中国古代描写美女的名篇之一，出自《诗经·卫风》，篇名的含义为“修长美丽的人”，即为庄姜。其中名句有“巧笑倩兮，美目盼兮”等。"
2422,【D2】,电阻杯主题公园,敦煌,"1.生死大唐好 2.河西列四郡 3.玉门与阳关 4.莫高窟艺术"
2423,【Y8】,电阻杯主题公园,原来姹紫嫣红开遍,"这句元曲被引用于《红楼梦》，小戏班演唱时被林黛玉听到，勾起了她的身世之感。它出自《牡丹亭》，下句是“似这般都付与断井颓垣。”。"
2424,【H7】,电阻杯主题公园,横中流兮扬素波,"这句诗的作者是汉武帝刘彻，为其在秋季乘坐楼船泛舟汾河，饮宴中流，触景生情而作。这句诗描绘的则是船只在河水中间行驶的景象。"
2425,【Q5】,电阻杯主题公园,青青陵上柏,"这是古诗十九首中的一句，该诗具有强烈的“人生苦短、及时行乐”的情感色彩。该句诗是起兴句，也是诗题，描绘了坟头上种的柏树。"
2426,【N2】,电阻杯主题公园,女萝,"1.松树 2.菟丝 3.薜荔 4.山鬼"
2427,【C7】,电阻杯主题公园,词客有灵应识我,"这句诗是唐代的诗人与东汉的前人跨越时空的对话。他经过这位前代文学家的墓，既自负其才，又与其人惺惺相惜。其下句为，“霸才无主独怜君”。"
2428,【Z3】,电阻杯主题公园,张可久,"1.小山 2.双璧 3.二张 4.松花酿酒，春水煎茶"
2429,【Y5】,电阻杯主题公园,犹有花枝俏,"这句词出自一首吟咏梅花的《卜算子》，此句与上一句一同描绘了梅花高洁傲岸的品格。其上句为，“已是悬崖百丈冰”。"
2430,【R3】,电阻杯主题公园,绕指柔,"这个典故诞生于南北朝时期，出自身为文学家与军事家的刘琨赠予卢谌的一首诗。此词比喻坚强者经过挫折而变得随和软弱。"
2431,【B2】,电阻杯主题公园,八病,"这是南北朝时期诞生的一个诗歌声律理论，由文学家沈约提出。该理论概括了写作五言诗时需要避免的八种声律问题。"
2432,【Y7】,电阻杯主题公园,庾信平生最萧瑟,"这句话出自杜甫的《咏怀古迹》，感叹了其咏怀对象这位文学家多舛的命运。其以辞赋见长，于暮年写下的《哀江南赋》最为著名。"
2433,【Z2】,电阻杯主题公园,章台,"这是一个古代的地名，最早指楚国的一个宫殿，后来长安的一条街道也以此为名。此街道多妓馆，故在后世多为花街柳巷的代称。"
2434,【S3】,电阻杯主题公园,少年行,"这是一个乐府旧题，属于杂曲歌辞，多咏任侠游乐之事。王维有在该题目下的名作，描绘了年轻人拥有游侠意气，并以之为国建功立业的过程。其中名句有“纵死犹闻侠骨香”等。"
2435,【Y3】,电阻杯主题公园,玉壶冰,"这一典故常用来比喻高洁的精神，出自南朝文学家鲍照的作品，而王昌龄曾经使用这一典故，并希望友人能够用此回应洛阳亲友的提问。"
2436,【X5】,电阻杯主题公园,刑天舞干戚,"这句诗是出自陶渊明的一部“读后感”组诗，描绘的是一位神话人物。他赞叹这位神话人物虽死而化为异物，却“猛志固常在”，具有悲剧精神。"
2437,【H2】,电阻杯主题公园,互文,"这种修辞手法在成语与古诗中非常常见，《木兰诗》中大量使用这一手法，如“开我东阁门，坐我西阁床。”其含义为，“参互成文，合而见义。”"
2438,【L2】,电阻杯主题公园,李璟,"这是一位在词的发展史中具有重要地位的词人，却是一位不太称职的帝王。他的词作现存较少，最著名的句子是，“细雨梦回鸡塞远，小楼吹彻玉笙寒”。"
2439,【J5】,电阻杯主题公园,江上数峰青,"这句诗是以景结情的典范，并且诞生于考场之上。该诗描写了湘水女神演奏瑟的情景，上句为“曲终人不见”。"
2440,【H4】,电阻杯主题公园,黑体辐射,"这个物理现象与开尔文勋爵所提的“物理学的两朵乌云”之一有关，它催生了量子力学。它所指的是处于热力学平衡态的理想辐射体发出的电磁辐射。"
2441,【J2】,电阻杯主题公园,酵母,"1.提取物 2.双杂交 3.真菌 4.酿酒"
2442,【Z2】,电阻杯主题公园,趾骨,"这是布局比较复杂的一组骨的合称，位于脊椎动物的附肢末梢。健全人类一侧肢体有14或13块。这组骨在人类行走时起主要支撑作用。"
2443,【H3】,电阻杯主题公园,核糖体,"这是一种出现时间早于第一个生命的细胞结构，主要由RNA构成，是唯一一种在别的细胞器内也有的细胞器。"
2444,【G2】,电阻杯主题公园,公约,"1.萧氏之饭 2.多边 3.共用除数 4.北大西洋"
2445,【E4】,电阻杯主题公园,二氧化钛,"这是一种化合物，是不溶于水的白色固体，其性质稳定、无毒、熔点很高，可以用作白色颜料，还可用于制金属钛等。"
2446,【S3】,电阻杯主题公园,沙丁鱼,"这是一种洄游性鱼类，盛产于大西洋。它们一般常常被用来做罐头，英语俚语中常常用它们来比喻人们拥挤的样子。"
2447,【T2】,电阻杯主题公园,天津,"1.甘栗 2.饭 3.麻花 4.相声"
2448,【S4】,电阻杯主题公园,食蛙则瘦,"这句李贺的诗本意是指人类在世界上生存必须以食物维持生命，其中贫者用以果腹的小动物含营养很少，所以他们体格羸弱。上句讲的则是富人的饮食，他们食用熊掌等珍馐，因而肥胖。"
2449,【G3】,电阻杯主题公园,咕咾肉,"这是一道肉类菜肴，以酸甜口的调味闻名，肉要先经过炸制后裹上酱汁，又名甜酸肉，是一道广播于海内外的粤菜。"
2450,【S3】,电阻杯主题公园,三不沾/三不粘,"这是一道材料简单、烹饪复杂的功夫菜，由鸡蛋、白糖、食用油等炒制而成，成品与盛器、食器与牙齿均不粘连，质感独特，以此得名。"
2451,【B1】,电阻杯主题公园,变,"这是唐至五代时期兴起的一种说唱文学，最早以讲述佛经故事为主，后亦包括历史故事、民间传说等。"
2452,【P2】,电阻杯主题公园,枇杷,"1.东溪 2.金丸 3.卢橘 4.手植"
2453,【J9】,电阻杯主题公园,举世而非之而不加沮,"这句话出自《庄子·逍遥游》，用以描述其中的人物宋荣子良好的精神状态，即使所有人都非议他，他也不会感到沮丧。"
2454,【X2】,电阻杯主题公园,心画,"这个词语指的是书面文字，出自扬雄的《法言·问神》，本意指文学作品所反映的作者的德行、品性，后来引申至书法作品。其出处上句为，“言，心声也”。"
2455,【X1】,电阻杯主题公园,檄,"1.曹操 2.斗鸡 3.武曌 4.砚水凝"
2456,【F3】,电阻杯主题公园,冯梦龙,"这是一位生活在明代中晚期的文学家，其文学成就尤以小说为著。他辑录、改写了许多通俗文学，其作品中，被称为“三言”的三部小说集尤为出名。"
2457,【L3】,电阻杯主题公园,柳敬亭,"这位明末清初的历史人物在《桃花扇》中有出场，黄宗羲为其写有人物传记。他是著名评话艺术家，其说书时“亡国之恨顿生，檀板之声无色”。他本姓曹，后以一种木本植物为姓。"
2458,【S4】,电阻杯主题公园,世说新语,"这是一本成书于南朝宋的笔记小说，主要辑录魏晋人士的言行轶事，体现他们的风骨。其编者为宗室刘义庆。"
2459,【W2】,电阻杯主题公园,武林,"1.兰瑛 2.山名 3.周密 4.杭州"
2460,【S4】,电阻杯主题公园,水落石出,"这个成语最早出自《醉翁亭记》，后来被苏轼的《后赤壁赋》移用，描绘秋季的景象。现在则用来形容真相大白。"
2461,【Y6】,电阻杯主题公园,逸豫可以亡身,"这个欧阳修所写的名句表明了在君主专制时代君王勤政的必要性，一旦追求享乐，很可能最终身死国灭。其出自《伶官传序》，上句为，“忧劳可以兴国”。"
2462,【L4】,电阻杯主题公园,罗刹海市,"这是《聊斋志异》中的一个篇目，讽刺了颠倒是非美丑的社会现实。2023年歌手刀郎根据此故事改编的一首歌红遍网络。"
2463,【L4】,电阻杯主题公园,六才子书,"这是金圣叹所评定的数本具有极高艺术成就的书的统称，其中包括《庄子》《离骚》《史记》《杜工部集》《水浒传》与《西厢记》。"
2464,【S4】,电阻杯主题公园,色不异空,"这个句子出自人们最为耳熟能详的一部佛教经典：《心经》，借助描述舍利子来喻指“空性”。其上句为，“舍利子”；下句为，“空不异色”。"
2465,【W5】,电阻杯主题公园,五人墓碑记,"这部作品歌颂了对抗阉党恶势力的五位苏州人，他们为了保护民众安全而捐躯，合葬在一起，该作品为他们合葬处的题记。"
2466,【B5】,电阻杯主题公园,白首太玄经,"这句李白的诗使用的是两汉之际文学家扬雄的典故，他兀兀穷年写下一部作品，与整首诗中“纵死侠骨香”的英雄形成鲜明对比，表现出作者的志趣。"
2467,【K2】,电阻杯主题公园,窠臼,"这个词语的近义词是“套路”，指很多文章可能会蹈袭的固定范式。不落在它里面，则是独有的文学创新。"
2468,【T2】,电阻杯主题公园,桐城,"这是安徽省的一座县级市，该地的方氏家族尤以散文闻名于世。这里更是诞生了以该城命名的散文流派，该流派的三位最重要代表人物是方苞、姚鼐与刘大櫆。"
2469,【C4】,电阻杯主题公园,齿如含贝,"这个句子出自古代一个描写美人的名篇，将美人的牙齿比喻成一种洁白的东西。其上句为“腰如束素”。"
2470,【G4】,电阻杯主题公园,古文运动,"1.散文 2.韩柳 3.八大家 4.破骈为散、词必己出"
2471,【W6】,电阻杯主题公园,五十六个星座,"这句歌词出自一首家喻户晓的中国歌曲，词作者是乔羽。该句常常因为曼德拉效应而被人记错，其下句为，“五十六枝花”。"
2472,【G4】,电阻杯主题公园,歌剧魅影,"这是一部音乐剧，改编自一部法国哥特式爱情小说。其音乐神秘而优美，已经被公认为经典名曲。该音乐剧的男主角为住在剧院地下迷宫的“幽灵”。"
2473,【C4】,电阻杯主题公园,惨淡经营/惨澹经营,"这个成语可以用来描述画作的一种基础技法，后来用来指苦心谋划并从事某项事情。其出自杜甫的一首诗《丹青引赠曹将军霸》。"
2474,【G3】,电阻杯主题公园,广陵散,"1.扬州 2.绝响 3.琴曲 4.嵇康"
2475,【S7】,电阻杯主题公园,说尽心中无限事,"这句诗充分肯定了音乐的感情表达功用。白居易听到了演奏者的琵琶曲，仿佛表达了她过往的一切经历。其上句为“低眉信手续续弹”。"
2476,【Z4】,电阻杯主题公园,椎名林檎,"这是一位日本歌手、音乐家，其作品风格极其多样，吸纳百家所长，屡有神作，代表作品有《歌舞伎町的女王》《幸福论》等。她的艺名得名于一种常见水果。"
2477,【P4】,电阻杯主题公园,螃蟹卡农,"这个巴赫的作品被称为音乐中的回文。这首曲子里，两个声部互为镜像，同时播放，如同爬行的一种甲壳类水生动物一般，因而得名。"
2478,【B4】,电阻杯主题公园,八大山人,"1.哭之笑之 2.墨点无多 3.白眼向人 4.遗民画家"
2479,【Q2】,电阻杯主题公园,羌笛,"1.边声 2.琵琶 3.杨柳 4.关山月"
2480,【W7】,电阻杯主题公园,闻道长安似弈棋,"这句杜甫的诗用一种游戏比喻政坛的反复变化、局势不明，自从安史之乱后国家动乱，他亦到处流亡，在听说政坛混乱后他用“百年世事不胜悲”直抒胸臆。"
2481,【D4】,电阻杯主题公园,电子竞技,"这是一类新的体育项目，是人与人之间的智力和体力结合的比拼。现在著名的比赛子项目有Dota、星际争霸等。"
2482,【S4】,电阻杯主题公园,声色犬马,"这个成语指的是古代的统治阶级的淫乐方式，一般为纨绔子弟、达官贵人所喜爱。该成语包括歌舞、宿娼、玩狗、跑马等行为。"
2483,【Z4】,电阻杯主题公园,蒸蒸日上,"该成语指的是事业蓬勃发展，却因为《三国杀》客服的一句回复而成为对该游戏现状的调侃与讽刺。"
2484,【J4】,电阻杯主题公园,节奏医生,"这是一款音乐游戏，它有华丽夸张的声画演出与各种视觉干扰。在游戏中，玩家扮演一名治疗者，需要按照旋律为病人的心脏除颤。"
2485,【Z7】,电阻杯主题公园,中国国家博物馆,"1.红山玉龙 2.击鼓说唱俑 3.后母戊鼎 4.人面鱼纹彩陶盆"
2486,【Q6】,电阻杯主题公园,窃国者为诸侯,"1.田氏代齐 2.三家分晋 3.圣人不死，大盗不止 4.窃钩者诛"
2487,【Z2】,电阻杯主题公园,鹧鸪,"1.山深 2.双双 3.钩辀 4.行不得也哥哥"
2488,【Z3】,电阻杯主题公园,张家界,"1.韩国旅行团 2.阿凡达景色 3.位于湖南省 4.5A级景区"
2489,【D2】,电阻杯主题公园,大冰,"1.主持人 2.作家 3.民谣歌手 4.调酒师 5.油画画师 6.业余皮匠 7.业余银匠 8.手鼓艺人 9.黄金左脸 10.老背包客 11.投资顾问 12.法国骑士 13.禅宗弟子"
2490,【X2】,电阻杯主题公园,蟋蟀,"1.宵征 2.在堂 3.入我床下 4.蛐蛐"
2491,【C4】,电阻杯主题公园,础润而雨,"这个成语表现了古人对自然观察的细致入微，比喻从事物的变化迹象可以预测到事物的发展。当石柱基湿起来，说明空气湿度较大，雨水也即将降临了。"
2492,【D2】,电阻杯主题公园,大寒,"1.食糯 2.尾牙祭 3.四九 4.砚冰坚"
2493,【D2】,电阻杯主题公园,冻雨,"1.飞 2.逆温 3.雾凇 4.道路结冰"
2494,【R2】,电阻杯主题公园,日柱,"这是一种大气光学现象，由冰晶反射与折射阳光形成。它因其形状得名，在存在高空冰晶或地面积雪被风吹起时容易形成，呈垂直方向纵贯太阳。"
2495,【F4】,电阻杯主题公园,腐草为萤,"1.暮鸦 2.歌曲 3.季夏 4.大暑"
2496,【Q4】,电阻杯主题公园,晴天娃娃,"这是一种日本的布偶玩具，一般悬挂在屋檐上，用于祈求雨水停止，阳光高照。"
2497,【B2】,电阻杯主题公园,北风,"1.徘徊 2.胡马 3.吹雁 4.卷地"
2498,【H3】,电阻杯主题公园,回南天,"这是一种在东南沿海冬末到春季盛行的特殊天气，多为冷空气影响结束、暖湿气流反攻北上形成，由风向得名。在其影响下，暖湿气流的大量水汽在较冷的地表、建筑物表面大量凝结，形成大量水滴或浓雾，过于潮湿。"
2499,【F4】,电阻杯主题公园,风调雨顺,"这个成语指的是气候适宜，有利于农业生产，形容丰年安乐，天下太平的景象。其字面意思是风雨适时适量。"
2500,【F4】,电阻杯主题公园,风雨飘摇,"1.诗经 2.天气恶劣 3.狂骤 4.动荡不安 5.流风之回雪"
2501,【J2】,电阻杯主题公园,极光,"1.震旦  2. 十月革命 3. 漫威 4. 太阳风"
2502,【D2】,电阻杯主题公园,但丁,"这位诗人曾对诗歌格律创新有重要贡献，被认为是同时代最伟大的诗人。他曾在战争中流亡在外，并在此时进入创作高峰，写出了兼具叙事性与抒情性的长篇诗作。其代表作为《神曲》。"
2503,【E5】,电阻杯主题公园,俄狄浦斯王,"1.肿胀之足 2.斯芬克斯 3.恋母情结 4.希腊悲剧"
2504,【A4】,电阻杯主题公园,阿尔卑斯,"1.拿破仑 2.滑雪 3.硬糖 4.欧洲最高山脉"
2505,【Y4】,电阻杯主题公园,雅利安人,"这是一类民族的总称，他们曾经征服印度，并且也是波斯人的先祖。他们的语言属于印欧语系印度-伊朗语族。该词语是“伊朗”这一次的语源。"
2506,【L4】,电阻杯主题公园,路易十四,"这是一位国王，属于法国的波旁王朝。他是一位强有力地集权的专制国王，自号太阳王，也是在世界历史中在位最久的主权国家君主。"
2507,【K3】,电阻杯主题公园,卡夫卡,"这个生活在奥匈帝国的人是一位保险业职员，却因其所写的具有变形荒诞的形象的小说而闻名于世。他被称为西方现代主义文学的先驱和大师。"
2508,【S6】,电阻杯主题公园,神奈川冲浪里,"这个事物常常被断错句。它是一幅世界知名的木版画，出自葛饰北斋之手。它以富士山为背景，描绘巨浪掀卷着渔船的样子。"
2509,【C2】,电阻杯主题公园,崇祯,"这是世界上被使用时间最长的年号，使用的国家却非提出该年号的国家。其表明朝鲜改奉大清为宗主国后，依然潜奉大明为正朔，并偷偷使用其最后一个年号。"
2510,【K2】,电阻杯主题公园,孔雀,"1.王朝 2.雉科 3.佛母 4.开屏"
2511,【A3】,电阻杯主题公园,奥德赛,"这个词语在现代常常用于表示一段惊心动魄的冒险，常见于电影、游戏的名称等。它本身是荷马所写的史诗，描绘英雄奥德修斯的历险。"
2512,【T2】,电阻杯主题公园,唐璜,"这个文学形象在欧洲是渣男、情圣的代名词。他是西班牙家传户晓的传说人物，一生中周旋无数贵族妇女之间。拜伦以他为主角所写的叙事诗被奉为经典。"
2513,【M3】,电阻杯主题公园,马孔多,"这座城镇得名于香蕉，它反映了拉丁美洲由香蕉种植园与跨国巨头公司带来的殖民血泪史。加西亚·马尔克斯笔下的它是《百年孤独》故事的发生地。"
2514,【F6】,电阻杯主题公园,非暴力不合作,"这是圣雄甘地领导的印度人民反抗英国殖民统治的一场影响深远的运动，该运动主张以和平主义的方式抵制殖民者的政府、机关、法庭、学校等。"
2515,【H3】,电阻杯主题公园,黑死病,"1.十日谈 2.牛顿三定律 3.神权坍塌 4.鼠疫"
2516,【J4】,电阻杯主题公园,机械降神,"这是一个戏剧术语，现在多含有一定的贬义，指的是剧情陷入胶着，困境难以解决时，突然出现并且牵强地解决问题的存在。又译为“舞台机关送神”等。"
2517,【Z1】,电阻杯主题公园,罪,"1.原 2.罚 3.恶 4.sin"
2518,【Z3】,电阻杯主题公园,紫式部,"这是日本平安时代的一位作家，本姓藤原，这一称号由其作品的女主角名字和兄长的官衔命名。她写出了世界最早的长篇小说《源氏物语》。"
2519,【L4】,电阻杯主题公园,柳林风声,"这是一部用英文创作的童话，其通用译名的前两个汉字代表一种户外环境。书中的四个主要角色有且只有一位在分类学上属于食肉目动物。作者为肯尼斯·格雷厄姆。"
2520,【S5】,电阻杯主题公园,圣殿骑士团,"1.天主教 2.攻击异教徒 3.耶路撒冷 4.军事修士会团体"
2521,【L3】,电阻杯主题公园,利维坦,"这是一部政治哲学著作，该作品讨论国家的本质和作用，倾向于君主制，在西方世界产生了深远影响。其书名来源于《旧约》里的一种强大的怪兽，是国家的喻体。"
2522,【Y2】,电阻杯主题公园,英法,"1.七年战争 2.海底隧道 3.百年战争 4.联军"
2523,【C4】,电阻杯主题公园,川端康成,"这是一位日本著名作家，他巧妙结合了古典与现代，善于用柔美的文学语言表达出“物哀”的文学意趣。他于1968年获诺贝尔文学奖，代表作是《雪国》。"
2524,【D7】,电阻杯主题公园,答案在风中飘荡,"这是一首富有文学气息的反战歌曲，作者凭借他在以此为代表的歌曲中的文学与诗意表达斩获了诺贝尔文学奖。"
