id,level,word,competition,flag,pinyin,definition,example
86086,1,大人先生,D,0,dà rén xiān shēng,有学识的前辈。,【例句】君诚大人先生者，我便谪仙居士矣。
86087,1,予齿去角,D,0,yǔ chǐ qù jiǎo,比喻事物无十全十美。,【例句】岂其予齿则去角，故留缺陷疑彼苍。
86088,1,阄金阋玉,D,0,jiū jīn xì yù,争夺贵重的东西。,【例句】宋・许棐《献丑集・樵谈》：“阄金阋玉，不幸甚矣，而先生手泽亦卷分帙散，永为不全之书，是遭无燄之秦也。”
86089,1,明正典刑,D,0,míng zhèng diǎn xíng,依照法律处以极刑。,
86090,1,明正典刑,D,0,míng zhèng diǎn xíng,依照法典公开处决罪犯。,
86091,1,鸟吏鳖官,D,0,niǎo lì biē guān,泛指官吏。,【例句】清・蒲松龄《聊斋志异・于去恶》：“陶问：‘考帘官为何？’曰：‘此上帝慎重之意，无论鸟吏鳖官，皆考之。能文者以内帘用，不通者不得与焉。’”
86092,2,挨风缉缝,D,0,ái fēng qī fèng,比喻到处找机会、钻门道。,【例句】《醒世恒言・钱秀才错占凤凰俦》：“但有一二分才貌的，那一个不挨风缉缝，央媒说合。”
86093,1,怯防勇战,W,0,qiè fáng yǒng zhàn,小心防御，大胆出击。,【例句】《梁书・冯道根传》：“怯防勇战，此之谓也。”
86094,2,勿怠勿忘,W,0,wù dài wù wàng,不要松懈，不要忘记。,【例句】明・罗贯中《三国演义》第八十五回：“卿与丞相从事，事之如父，勿怠！勿忘！”
86095,1,栉风酾雨,W,0,zhì fēng shī yǔ,形容奔波劳苦。,【例句】清・陈康祺《郎潜纪闻》卷一：“都兴阿诸公，忠贞朴劲，屡摧狂寇，栉风酾雨，始终戎幕”
86096,1,余腥残秽,W,0,yú xīng cán huì,吃剩的食物。,【例句】明・方孝孺《畸亭记》：“逐逐于众人之后，求其余腥残秽以自饫”
86097,1,拟规画圆,W,0,nǐ guī huà yuán,比喻按规矩行事。,
86098,1,备多力分,W,0,bèi duō lì fēn,要防守的地方太多导致力量不集中。,【例句】《清宫外史》：备多力分，扎营太散，呼应不灵，不能战。
86099,1,抿耳攒蹄/泯耳攒蹄,W,0,mǐn ěr cuán tí,高兴或顺从的动作。,【例句】《西游记・第四回》：“那些天马见了他，泯耳攒蹄，倒养得肉膘肥满。”
86100,1,燕歌赵舞,W,0,Yān gē Zhào wǔ,形容美妙的曲艺或文章。,【例句】唐・卢照邻《长安古意》：罗襦宝带为君解，燕歌赵舞为君开。
86101,1,凶恣挠法,W,0,xiōng zì náo fǎ,蛮横霸道，违法乱纪。,
86102,1,拘挛补衲,W,0,jū luán bǔ nà,指文章拼凑不自然。,【例句】《诗品・总论》：句无虚语，语无虚字，拘挛补衲，蠹文已甚。
86103,1,佻身飞镞,W,0,tiāo shēn fēi zú,独自冲锋射箭杀敌。形容作战勇猛，不惧生死。,【例句】南朝宋・颜延之《阳给事诔》：“瓒誓命沈城，佻身飞镞”
86104,1,轻饶素放,W,0,qīng ráo sù fàng,白费抓人机会。,【例句】元・李文蔚《燕青博鱼》第一折：俺哥哥若有些好歹，我不道的轻饶素放了你也。
86105,1,肉圃酒池,W,0,ròu pǔ jiǔ chí,形容穷奢极欲的生活。,【例句】西汉・刘安《淮南子・本经训》：“纣为肉圃酒池。”
86106,1,邪书僻传,W,0,xié shū pì zhuàn,指荒诞不经的书籍。,【例句】清・曹雪芹《红楼梦》：原来宝玉自幼生来有一种下流痴病，况从幼时和黛玉耳鬓厮磨，心情相对，如今稍知些事，又看了些邪书僻传。
86107,1,得步进步,W,0,dé bù jìn bù,比喻永远不满足。,【例句】《孽海花》第六回：自北宁失败后，法人得步进步，海疆处处戒严。
86108,2,水佩风裳,W,0,shuǐ pèi fēng cháng,本指美丽的服饰，后来多用于描写荷叶荷花。,【例句】宋・姜夔《念奴娇》三十六陂人未到，水佩风裳无数。
86109,3,结舌钳口,W,0,jié shé qián kǒu,绝口不提。,【例句】宋・李纲《答宾劳》：“今子奋身寒苦，遭世隆昌，历金门，上玉堂，载笔螭坳，日侍清光，曾不能结舌钳口，循默自守。”
86110,1,桂薪玉粒,W,0,guì xīn yù lì,形容柴米昂贵。,【例句】明・陈汝元《金莲记・惊讹》公婆年迈，慈母身孤，兼之室似罄悬，谁办桂薪玉粒。
86111,1,好谀恶直,W,0,hào yú wù zhí,只喜欢听取谗言。,【例句】明・冯梦龙《东周列国志》第五十八回：日事淫乐，好谀恶直，政事不修，群臣解体。
86112,2,普天匝地,W,0,pǔ tiān zā dì,满世界，遍地都是。,【例句】元・耶律楚材《和南质张学士敏之见赠》诗：“百尺竿头更移步，普天匝地生清风。”
86113,2,灭德立违,W,0,miè dé lì wéi,做有悖道德的事情。,【例句】《左传・桓公二年》：“今灭德立违，而置其赂器于大庙，以明示百官。”
86114,1,矫激奇诡,W,0,jiǎo jī qí guǐ,反应剧烈。,【例句】宋・林希《孙少述传》：“侔志节刚果，不为矫激奇诡之行，而气貌足以动人”
86115,1,财殚力竭,W,0,cái dān lì jié,比喻生活陷入窘境。,【例句】《魏书・百济传》中“构怨连祸，三十余载，财殚力竭，转自孱踧”
86116,2,尽诚竭节,W,0,jìn chéng jié jié,奉献自己的全部诚意。,【例句】《魏书》：尚自少侍從，盡誠竭節，雖云異姓，其猶骨肉。
86117,2,截胫剖心,W,0,jié jìng pōu xīn,暴君虐待百姓。,【例句】《晋书・石季龙载记》：“截胫剖心，脯肾刽孕，故其亡也忽焉。”
86118,1,绣闼雕甍,W,0,xiù tà diāo méng,形容建筑物外观宏伟，装饰精美。,【例句】唐・王勃《滕王阁序》：披绣闼，俯雕甍，山原旷其盈视，川泽纡其骇瞩。
86119,1,六合时邕,W,0,liù hé shí yōng,指天下太平。,【例句】晋・张协的《七命》：六合时邕，巍巍荡荡，太平之世，六合时邕。
86120,1,二满三平,W,0,èr mǎn sān píng,生活还算过得去。,【例句】宋・洪咨夔《柳梢青・老人生日》：二满三平，粗衣淡饭，钟鼎山林。
86121,1,濯缨洗耳,W,0,zhuó yīng xǐ ěr,比喻不染尘事。,【例句】《儒林传・刘献之传》：“吾常谓濯缨洗耳，有异人之迹”。
86122,1,雕章缛彩,W,0,diāo zhāng rù cǎi,指辞藻华丽。,【例句】《史通鉴识》此乃绮扬绣合，雕章缛彩，欲称实录，其可得乎？
86123,1,桀贪骜诈,W,0,jié tān ào zhà,凶暴贪婪傲慢狡猾,【例句】清・薛福成《代李伯相拟陈督臣忠勋事实疏》：“桀贪骜诈若李世忠、陈国瑞之流”
86124,1,小受大走,W,0,xiǎo shòu dà zǒu,对待家庭责罚的正确态度。,【例句】清・蒲松龄《聊斋志异・马介甫》小受大走，直将代孟母投梭。
86125,1,内修外攘,W,0,nèi xiū wài rǎng,治理国政，抵抗侵略。,【例句】宋・胡锜《拟力田诒》：顾惟礼耕义种之贤，足副内修外攘之志。
86126,1,蝎蝎螫螫,W,0,xiē xiē shì shì,形容婆婆妈妈，过分关注小螫。,【例句】清・曹雪芹《红楼梦》第五十一回：“晴雯忙回身进来，笑道：‘那里就吓死他了，偏惯会这么蝎蝎螫螫老婆子的样儿。’”
86127,2,人亡政息,D,0,rén wáng zhèng xī,一个掌握政权的人死了，他的政治措施也跟着停顿下来。,【例句】《礼记・中庸》：“文武之政，布在方策。其人存，则其政举；其人亡，则其政息。”
86128,1,幺弦孤韵,D,0,yāo xián gū yùn,小曲的音韵，与具备各种乐曲乐器的大乐相对。,【例句】唐・刘禹锡《澈上人文集纪》：“如幺弦孤韵，瞥入人耳，非大乐之音”
86129,2,玉检金泥,D,0,yù jiǎn jīn ní,以水银和金为泥作饰、用玉制成的书函封箧。古代天子封禅所用。,【例句】抚摩残碑问秦汉，玉检金泥事消散。
86130,1,额手称庆,H,0,é shǒu chēng qìng,双手合掌，举到额头，表示感到庆幸。,【例句】明・冯梦龙《东周列国志》文公至绛，国人无不额手称庆。百官朝贺，自不必说。
86131,2,遏密八音,Y,0,è mì bā yīn,指皇帝死后停止演奏音乐；形容国家元首之死。,【例句】清・梁绍壬《两般秋雨庵随笔》余壬午年至京，当遏密八音之际，未得耳聆目赏。
86132,1,放浪形骸,H,0,fàng làng xíng hái,行为放纵，不受世俗礼法的约束。,【例句】《兰亭集序》或因寄所托，放浪形骸之外。
86133,2,分道扬镳,H,0,fēn dào yáng biāo,比喻因目标不同而各走各的路。,
86134,1,焚膏继晷,H,0,fén gāo jì guǐ,形容学习、工作勤奋。,【例句】唐・韩愈《进学解》焚膏油以继晷，恒兀兀以穷年。
86135,1,奋袂而起,N,0,fèn mèi ér qǐ,袖子一挥站起来。形容奋然而起。,【例句】明・冯梦龙《东周列国志》庄王方进午膳，闻申舟见杀，投箸于席，奋袂而起。
86136,3,风雨共舟,Y,0,fēng yǔ gòng zhōu,比喻共同经历患难。,
86137,1,奉为圭臬,H,0,fèng wéi guī niè,看作是准则。,
86138,2,朱弦玉磬,W,0,zhū xián yù qìng,指演奏优美的音乐。,【例句】唐・刘禹锡《令狐相公见示河中杨少尹赠答兼命继之》两首新诗百字馀，朱弦玉磬韵难如。
86139,2,千仓万箱,W,0,qiān cāng wàn xiāng,形容粮食储备非常多。,【例句】晋葛洪《抱朴子・极言》：“千仓万箱，非一耕所得；干天之木，非旬日所长。”
86140,2,披林撷秀,W,0,pī lín xié xiù,比喻去芜存菁。,【例句】唐・芮挺章《〈国秀集〉序》：“虽发词遣句，未协风骚，而披林撷秀，揭厉良多。”
86141,2,事修谤兴,W,0,shì xiū bàng xīng,事情一旦整治，诬陷也会随之开始，指革新者总会遭到非议。,【例句】唐・韩愈《原毁》：“事修而谤兴，德高而毁来。”
86142,3,震风陵雨,W,0,zhèn fēng líng yǔ,形容风暴来势汹汹。,【例句】汉·扬雄《法言·吾子》：“震风陵雨，然后知夏屋之为帡幪也；虐政虐世，然后知圣人之为郛郭也。”
86143,2,巍冠博带,W,0,wēi guān bó dài,古代士大夫的装束。,【例句】《墨子・公孟》：“昔者齐桓公，高冠博带，金剑木盾，以治其国。”
86144,2,创巨痛仍,W,0,chuāng jù tòng réng,伤害极大且持续很久。,【例句】唐・柳宗元《寿州安丰县孝门铭》：“创巨痛仍，号于穹旻。”
86145,2,鸢肩火色,F,0,yuān jiān huǒ sè,飞黄腾达的征兆。,【例句】《旧唐书》然鸢肩火色，腾上必速，恐不能久耳。
86146,2,畏口慎事,W,0,wèi kǒu shèn shì,说话做事小心注意。,【例句】宋・苏轼《答吴子野书》：近日始畏口慎事，虽已迟，犹胜不悛也。
86147,2,离弦走板,W,0,lí xián zǒu bǎn,比喻说话或做事偏离公认准则。,
86148,2,蚁封盘马,W,0,yǐ fēng pán mǎ,比喻在小范围效力。,【例句】宋・范成大《次韵徐子礼提举莺花亭》：垆下三年世路穷，蚁封盘马竟难工。
86149,3,抚髀长喟,N,0,fǔ bì cháng kuì,指久处安逸而无所作为发出的慨叹。,
86150,3,黼黻皇猷,N,0,fǔ fú huáng yóu,辅佐朝廷。,【例句】明・无名氏《鸣凤记・拜谒忠灵》黼黻皇猷，继先王之统绪；文章润笔，为后进之规模。
86151,1,负笈从师,N,0,fù jí cóng shī,指一个人学问已经很深了，还去拜师的意思。,【例句】唐・王勃《山亭兴序》负笈从师，二千余里。
86152,1,甘拜下风,Q,0,gān bài xià fēng,指真心佩服别人，承认自己不如别人。,
86153,2,甘拜下风,H,0,gān bài xià fēng,表示真心佩服，自认不如。,
86154,2,高步云衢,N,0,gāo bù yún qú,比喻显位。原指官居显位。后也指科举登第。,【例句】《晋书・郤诜阮种等传论》郤诜等并韫价州里，袖然应召，对扬天问，高步云衢，求之前哲。
86155,3,森罗万象,T,0,sēn luó wàn xiàng,形容包含的内容极为丰富,
86156,3,善贾而沽,V,0,shàn gǔ ér gū,比喻怀才不遇，等有了赏识的人再出来做事。,【例句】《论语・子罕》有美玉于斯，韫椟而藏诸，求善贾而沽诸？
86157,1,苟延残喘,H,0,gǒu yán cǎn chuǎn,勉强延续残存的生机。,
86158,1,孤注一掷,P,0,gū zhù yī zhì,比喻在危急的时候，使出全部力量冒险一试。,
86159,2,凭轼结辙,D,0,píng shì jié zhé,车马络绎，驾车奔走，不绝于道。,【例句】《子华子・晏子问党》：“游士无所植其足，则凭轼结辙而违之”
86160,1,呱呱坠地,H,0,gū gū zhuì dì,指婴儿出生。,
86161,2,广开言路,X,0,guǎng kāi yán lù,尽量给下属和群众创造发表意见的条件。,
86162,2,含饴弄孙,H,0,hán yí nòng sūn,含着糖逗小孙子，形容老年人闲适生活的乐趣。,
86163,1,横制颓波,P,0,héng zhì tuí bō,比喻制止、扭转衰颓委靡的风气或趋势。,【例句】唐・卢藏用《唐右拾遗陈子昂文集序》崛起江汉，虎视函夏，卓立千古，横制颓波，天下翕然，质文一变。
86164,1,后发制人,X,0,hòu fā zhì rén,先退让一步，使自己处于有利的地位后，再制服对方。,
86165,1,囫囵吞枣,H,0,hú lún tūn zǎo,比喻读书等不经消化理解，笼统接受。,
86166,1,恍如隔世,N,0,huǎng rú gé shì,因人事变迁很大而感到一切都陌生了。,
86167,1,不食马肝,D,0,bù shí mǎ gān,比喻不应研讨的事不去研讨。,【例句】《汉书・辕固传》上曰：食肉毋食马肝，未为不知味也；言学者毋言汤武受命，不为愚。
86168,1,且食蛤蜊/且食合梨,D,0,qiě shí gé lì,指姑且置之不问。,【例句】宋・虞俦《雪睛后书怀》咄咄那庸如许事，尊前且食蛤蜊休。
86169,2,且食蛤蜊/且食合梨,D,0,qiě shí gé lí,比喻姑且置之不问。,【例句】宋・虞俦《雪睛后书怀》咄咄那庸如许事，尊前且食蛤蜊休。
86170,2,尝鼎一脔,D,0,cháng dǐng yī luán,比喻根据部分可推知全体。,【例句】清・吴趼人《二十年目睹之怪现状》那上等的，自有一班王孙公子去问津，那下等的，也有那些逐臭之夫，垂涎着尝鼎一脔。
86171,1,百草权舆,D,0,bǎi cǎo quán yú,指春天到来。,【例句】《大戴礼记・诰志》于时冰泮发蛰，百草权舆。
86172,1,挥斥八极,Y,0,huī chì bā jí,气概非凡，能量巨大。,【例句】《庄子・田子方》夫至人者，上窥青天，下潜黄泉，挥斥八极，神气不变。
86173,1,回眸一笑,N,0,huí móu yī xiào,转动眼珠，嫣然一笑。,
86174,3,击节叹赏,P,0,jī jié tàn shǎng,形容对人的行为、言论、诗文、技艺等十分赞赏。,
86175,1,胶柱鼓瑟,H,0,jiāo zhù gǔ sè,比喻拘泥，不知变通。,【例句】《史记・廉颇蔺相如列传》蔺相如曰：王以名使括，若胶柱而鼓瑟耳。
86176,3,绞尽脑汁,Y,0,jiǎo jìn nǎo zhī,费尽心思。,
86177,1,静候佳音,N,0,jìng hòu jiā yīn,只需要等待好消息就可以了。,
86178,1,爱屋及乌,N,0,ài wū jí wū,指连带的爱慕。,
86179,1,爱屋及乌,L,0,ài wū jí wū,比喻爱一个人就要爱他有关的人或物。,
86180,1,邦国殄瘁,W,0,bāng guó tiǎn cuì,国家处于困难的绝境。,【例句】《诗经・大雅・瞻印》人之云亡，邦国殄瘁。
86181,1,邦国殄瘁,P,0,bāng gúo tiǎn cuì,国家陷入困境。,【例句】《诗经・大雅・瞻印》人之云亡，邦国殄瘁。
86182,1,暴殄天物,H,0,bào tiǎn tiān wù,残害灭绝天生万物。后指任意糟蹋东西，不知爱惜。,
86183,1,大相径庭,T,0,dà xiāng jìng tíng,彼此相差很远,
86184,2,等米下锅,Q,0,děng mǐ xià guō,比喻生活困难，缺少钱用。,
86185,1,隔壁撺椽,Y,0,gé bì cuān chuán,比喻办不到的、不自量力的事情。,【例句】《雍煕乐府・点绛唇・妓者嗟怨》隔壁撺椽没忖量，更那堪不大量。
86186,1,中天婺焕,V,0,zhōng tiān wù huàn,天上的女宿光彩耀人。多用于祝贺妇女寿诞。,【例句】明・丘濬《故事成语考・老寿幼延》贺女寿曰：中天婺焕。
86187,1,中天婺焕,F,0,zhōng tiān wù huàn,用于妇女寿诞的贺辞。,【例句】明・丘濬《故事成语考・老寿幼延》：“贺女寿曰：‘中天婺焕。’”
86188,1,爱惜羽毛,W,0,ài xī yǔ máo,比喻看重自己的名声,
86189,2,拜倒辕门,W,0,bài dǎo yuán mén,自愿认输,【例句】清・李汝珍《镜花缘》若非一部全史了然于中，何能如此。妹子唯有拜倒辕门了。
86190,2,别置一喙,W,0,bié zhì yī huì,提出不同意见。,
86191,1,不欺暗室,W,0,bù qī àn shì,在别人看不见的地方也要谨慎做事,【例句】唐・骆宾王《萤火赋》类君子之有道，入暗室而不欺。
86192,1,不知薡蕫,W,0,bù zhī dǐng dǒng,比喻缺乏知识。,【例句】不知薡蕫者，岂不辨菽麦意乎？
86193,1,感逝山阳,W,0,gǎn shì shān yáng,对已故朋友的哀悼。,【例句】姚锡钧《怀人》共言元叔一凄然，感逝山阳记昔年。
86194,2,令人齿冷,W,0,lìng rén chǐ lěng,比喻让人瞧不起,
86195,2,买田阳羡,W,0,mǎi tián yáng xiàn,借指辞官归隐。,【例句】宋・苏轼《菩萨蛮》买田阳羡吾将老，从来只为溪山好。
86196,1,下逐客令,W,0,xià zhú kè lìng,赶走不受欢迎的客人。,
86197,1,啧有烦言,W,0,zé yǒu fán yán,议论纷纷，抱怨啧备。,【例句】《鲁迅书信集・致许寿裳》我辈与之遗老，本不能志同道合，其啧有烦言，正是应有之事。
86198,1,争长黄池,W,0,zhēng zhǎng huáng chí,比喻争夺权力，占据上风。,【例句】《史记・赵世家》晋定公三十年，定公与吴王夫差争长于黄池，赵简子从晋定公，卒长吴。
86199,2,坐地分赃,W,0,zuò dì fēn zāng,指团伙头目不需要到行窃现场就可以分到赃物。,
86200,1,食馔一口,D,0,shí zhuàn yī kǒu,形容为政清廉。,【例句】《夜航船・政事・清廉》：浟曾为沧州刺史，为政严察，部内肃然，食馔一口，不取民财。
86201,1,磕头如捣,U,0,kē tóu rú dǎo,求饶的样子,【例句】清・夏敬渠《野叟曝言》第114回：可汗磕头如捣蒜的说道：我等肉眼凡夫，不知天使系何等神佛。
86202,1,大吹法螺,W,0,dà chuī fǎ luó,法螺，一种生活在海洋的软体动物。意思是指佛家讲经说法时要吹法螺，后比喻空口说大话。,【例句】《金光明经・赞叹品》：“吹大法螺，击大法鼓，燃大法炬，雨胜法雨。”
86203,1,大放厥词,W,0,dà fàng jué cí,发表夸张的言词。,【例句】唐・韩愈《祭柳子厚文》：“玉佩琼琚，大放厥词。”
86204,1,栎阳雨金,P,0,Yuè yáng yù jīn,比喻意外的恩赐。,【例句】《史记・秦本纪》：“扞献公呴十八年，雨金栎阳。”
86205,3,栎阳雨金,L,0,Yuè yáng yù jīn,比喻意外的恩赐。,【例句】《史记・秦本纪》：“扞献公呴十八年，雨金栎阳。”
86206,1,栎阳雨金,W,0,Yuè yáng yù jīn,比喻意外的恩赐。,【例句】《史记・秦本纪》：“扞献公呴十八年，雨金栎阳。”
86207,2,轹釜待炊,H,0,lì fǔ dài chuī,形容生活艰难。,【例句】清・钱谦益《吕季臣诗序》：“国破家亡，年衰岁暮，束緼举火，轢釜待炊。”
86208,2,窟里拔蛇,P,0,kū lǐ bá shé,窟里拔蛇是一个汉语成语，读音是窟里拔蛇。,【例句】《李逵负荆》第三折：“鲁智深似窟里拔蛇。”
86209,1,不可名状,P,0,bù kě míng zhuàng,名，指语言文字。,
86210,1,毋庸赘言,P,0,wú yōng zhuì yán,毋庸赘言是指无须说多余的话，指事实或道理很清楚。,
86211,1,食古如鲠,W,0,shí gǔ rú gěng,指无法灵活运用以前的知识。,【例句】《〈蔽庐丛志〉序》；“又或食古如鲠，刻鹄成鹜，崎錡训诂，恒迟回于‘秃伏禾’之文；墨守六书，复牵就于‘马头人’之义。”
86212,1,显处视月,W,0,xiǎn chù shì yuè,指学艺不精。,【例句】鲁・左丘明《左传・哀公元年》：“昔阖庐食二味，居不重席，室不崇坛。”
86213,1,堪当大任,N,0,kān dāng dà rèn,指可以担任大的事宜。,
86214,1,殒身不恤,N,0,yǔn shēn bú xù,指牺牲生命也不顾惜做的事情。,【例句】《记念刘和珍君》：“至于这一回……虽殒身不恤的事实，则更足为中国女子的勇毅没有消亡的明证。”
86215,1,不落窠臼,N,0,bù luò kē jiù,比喻不落俗套，有独创风格。,【例句】《红楼梦・第七六回》：“这‘凹’、‘凸’二字历来用的人最少，如今直用作轩馆之名，更觉新鲜，不落窠臼。”
86216,1,七月流火,N,0,qī yuè liú huǒ,指农历七月天气转凉的时候。,【例句】《诗经・国风・豳风》：七月流火，九月授衣。
86217,1,避之若浼,N,0,bì zhī ruò měi,指非常想避开，唯恐沾染到自己。,【例句】《孟子・公孙丑上》：“推恶恶之心，思与乡人立，其冠不正，望望然去之，若将浼也。”
86218,1,织楚成门,W,0,zhī chǔ chéng mén,房屋简陋。,【例句】南朝梁・沈约《郊居赋》：“织宿楚以成门，籍外扉而为户。”
86219,1,织楚成门,F,0,zhī chǔ chéng mén,形容房屋简陋。,【例句】梁・沈约《郊居赋》：“织宿楚以成门，籍外扉而为户。”
86220,2,得其三昧,W,0,dé qí sān mèi,在某领域造诣颇深。,【例句】《镜花缘・第一七回》：“大贤天资颖悟，自能得其三昧。”
86221,1,曲尽人情,W,0,qū jìn rén qíng,指做事十分贴合对方的心意。,【例句】宋・邹雍《观诗吟》：“爱君难得似当时，曲尽人情莫若诗。”
86222,1,步障自蔽,W,0,bù zhàng zì bì,自己给自己设置门槛。,【例句】《晋书・王凝之妻谢氏传》：“乃施青绫步障自蔽，申献之前议，客不能屈。”
86223,1,虚张声势,N,0,xū zhāng shēng shì,假装出强大的声势，以此吓唬或迷惑对方。,【例句】唐・韩愈《论淮西事宜状》：“今闻讨伐元济，人情必有救助之意，然皆暗弱，自保无暇，虚张声势，则必有之。”
86224,1,无可救药,N,0,wú kě jiù yào,病重到无法救治，形容人或事物坏到极点，无法挽救。,
86225,1,葄枕图史,N,0,zuò zhěn tú shǐ,陷溺于图书资料之中。,【例句】《新唐书・李揆传》：“揆病取士不考实，迂学陋生，葄枕图史，且不能自措于词。”
86226,2,寄人篱下,P,0,jì rén lí xià,依附于他人篱笆下。比喻依附别人生活。,
86227,1,瓮中捉鳖,P,0,wèng zhōng zhuō biē,从大坛子里捉王八。,【例句】《水浒传・第一八回》：“这事容易，瓮中捉鳖，手到拿来。”
86228,1,贻笑大方,P,0,yí xiào dà fāng,被识见广博或精通此道的内行人所讥笑。,【例句】《官话指南・卷四・官话问答》：“若遇一烦难之缺，转恐才不胜任，必致贻笑大方。”
86229,1,百里负米,N,0,bǎi lǐ fù mǐ,说孔子的学生子路的典故，后指代孝敬父母。,
86230,1,暗室逢灯,N,0,àn shì féng dēng,比喻身处困难或疑惑时有人帮助、指引。,【例句】《野叟曝言・第一〇回》：“天幸遇著相公，如暗室逢灯，绝渡逢舟，从此读书作文，俱可望有门径矣！”
86231,1,光耀门楣,N,0,guāng yào mén méi,形容人做出了让家门荣耀的事情。,
86232,1,坐树不言,N,0,zuò shù bù yán,形容人功高而不自矜。,【例句】《后汉书・冯异传》：“异为人谦退不伐……每所止舍，诸将并坐论功，异常独屏树下，军中号曰大树将军。”
86233,1,雍门鼓琴,N,0,yōng mén gǔ qín,形容哀伤的曲调。,
86234,1,臻于郅治,N,0,zhēn yú zhì zhì,把国家治理到了极好的地步。,【例句】《噶玛兰台异记》若夫地平天成，大功既毕，则惟慎人纪，以保休嘉，而于是乎时和年丰，百宝告成，宇宙熙皞，臻于郅治。
86235,1,屡变星霜,N,0,lǚ biàn xīng shuāng,表示岁月的更迭。,【例句】唐・高适《为东平薛太守进王氏瑞诗表》：“星霜屡移，书奏仍阙。”
86236,1,不谙世事,N,0,bù ān shì shì,形容一个人对社会上的事情没有了解，缺乏社会经验。,【例句】《金瓶梅词话》第十回：“秋菊为人浊蠢，不谙事体，妇人常常打的是他。”
86237,1,到此一游,N,0,dào cǐ yī yóu,是人们到一个景点时常用的话术。,
86238,1,雍门刎首,N,0,yōng mén wěn shǒu,比喻人十分忠于自己的主人。,
86239,1,有碍观瞻,N,0,yǒu ài guān zhān,指有个不好的东西在旁边，挡住了视线，或影响了心情。,
86240,1,助我张目,W,0,zhù wǒ zhāng mù,比喻得到别人的帮助，声势更加浩大。,【例句】曹植《与吴质书》：“足下好伎，值墨翟回车之县，想足下助我张目也。”
86241,1,蹊田夺牛,W,0,xī tián duó niú,比喻罪过不大胆惩罚严重。,【例句】鲁・左丘明《左传・宣公十一年》：“抑人亦有言曰：‘牵牛以蹊人之田，而夺之牛。’”
86242,1,救人救彻,W,0,jiù rén jiù chè,帮助就要帮助到底，不能半途而废。,
86243,0,不知纪极,W,0,bù zhī jì jí,贪得无厌，不知节制，也指数量极多。,【例句】《后汉书・杨震传》：“无厌之心，不知纪极。”
86244,1,有醋借蟹,N,0,yǒu cù jiè xiè,形容用小的利益换取大的利益。,
86245,1,绘事后素,N,0,huì shì hòu sù,比喻有良好的质地，才能锦上添花。,【例句】《论语・八佾》：“子曰：‘绘事后素。’”
86246,1,哭坟不悴,N,0,kū fén bù cuì,孔融的典故，比喻虚假的孝顺之道。,
86247,1,窥谷忘反,N,0,kuī gǔ wàng fǎn,看到了山涧的景色，就忘记了回家，比喻景色非常迷人。,【例句】吴均《与朱元思书》：“鸢飞戾天者，望峰息心；经纶世务者，窥谷忘反。”
86248,1,扪虱而谈,H,0,mén shī ér tán,形容谈吐从容，无所畏忌。,【例句】《晋书・王猛传》：“桓温入关，猛被褐而诣之，一面谈当世之事，扪虱而言，旁若无人。”
86249,1,扪心自问,N,0,mén xīn zì wèn,表示自我反省。,【例句】宋・宋祁《学舍昼上》：“扪心自问何功德，五管支离治繲人。”
86250,1,贸然行事,H,0,mào rán xíng shì,指行事轻率。,
86251,1,灭此朝食,V,0,miè cǐ zhāo shí,打败了这些敌人就去吃早饭。形容斗志坚决，要立即消灭敌人。,【例句】《左传・成公二年》：“齐侯曰：‘余姑翦灭此而朝食。’不介马而驰之。”
86252,1,迎门请盗,W,0,yíng mén qǐng dào,比喻孝顺至极。,【例句】《后汉书・赵咨传》：“咨少孤，有孝行……盗尝夜往劫之，咨恐母惊惧，乃先至门迎盗，因请为设食。”
86253,3,寅支卯粮,N,0,yín zhī mǎo liáng,虎年吃了兔年的粮食，指入不敷出，提前花钱。,【例句】明・凌蒙初《二刻拍案惊奇》：“我有差使的时候，己是寅支卯粮的了。”
86254,1,隔靴搔痒,P,0,gé xuē sāo yǎng,比喻说话、做事没有抓住要害，不解决问题。,【例句】《沧浪诗话・诗法》意贵透彻，不可隔靴搔痒。
86255,1,披毛索黡,P,0,pī máo suǒ yǎn,比喻故意挑剔毛病。,【例句】晋・葛洪《抱朴子・接疏》：“成天平地，岂肯称薪而爨，数粒乃炊，并瑕弃璧，披毛索靥哉！”
86256,1,抚掌大笑,W,0,fǔ zhǎng dà xiào,拍手大笑，形容非常高兴。,【例句】《三国演义・第四回》：“于是众官皆哭，坐中一人抚掌大笑。”
86257,1,淡扫蛾眉,W,0,dàn sǎo é méi,形容女子淡雅美丽的妆容。,【例句】唐・张祜《集灵台》诗之二：“却嫌脂粉污颜色，淡扫蛾眉朝至尊。”
86258,1,蔚然成风,N,0,wèi rán chéng fēng,形容一个事物盛极一时，成为一种风气。,【例句】谢榛《四溟诗话》：“诗至三谢，乃有唐调……国朝何大复、李空同，宪章子美，翕（蔚）然成风。”
86259,1,跪地求饶,N,0,guì dì qiú ráo,跪在地上请求别人的饶恕。,
86260,2,不差累黍,N,0,bù chā lěi shǔ,黍十粒为累，形容数量丝毫不差。,【例句】清・百一居士《壶天录・卷上》：“并行而上，不差累黍。”
86261,1,按兵不动,N,0,àn bīng bú dòng,军队暂不行动，等待时机，后来也借指接受任务后不肯行动。,
86262,1,立木为信,N,0,lì mù wéi xìn,商鞅的典故，形容君子应该言而有信。,
